Bill number,Supplier,Transaction date,Due date,Supplier invoice number,Amounts are,Item,Description,Account No.,No. of Unit,Unit Price,Discount %,Amount ($),Tax code,Tax amount ($),Job No.,Job name
1391,Henzells Agency Pty Ltd,########,########,1391,Tax exclusive,,Rent 01.07.2021-31.07.24,6-1921,1,"6,251.09",,"6,251.09",GST,625.11,,
50598801,Ketter Family Trust,########,########,50598801,Tax exclusive,,Floor Installations,5-1445,1,"11,100.40",,"11,100.40",GST,"1,110.04",,
20-50756,A N White,########,########,20-50756,Tax exclusive,,Flooring installation,5-1445,1,429.66,,429.66,N-T,0,,
391721,Office of State Revenue,########,########,391721,Tax exclusive,,"May Return 2023-2024 Taxable Wages $270833 (Employee $261379.09, Super $0, Subcontractors $9454.67)",6-1960,1,"6,964.31",,"6,964.31",FRE,0,,
391856,Noosa Council,########,########,391856,Tax exclusive,,Tip fees,6-1926,1,632.07,,632.07,GST,63.21,,
36143,FBHS (Aust) Pty Ltd,########,########,36143,Tax exclusive,,Anthony & Fiona Lawson,5-1439,1,450.07,,450.07,GST,45.01,,
36535,FBHS (Aust) Pty Ltd,########,########,36535,Tax exclusive,,Bevan Raaen,5-1439,1,457.72,,457.72,GST,45.77,,
10628,A.T. Concreting,########,########,10628,Tax exclusive,,3 Charles street,5-1445,1,"4,712.73",,"4,712.73",GST,471.27,,
10630,A.T. Concreting,########,########,10630,Tax exclusive,,110 neptune street,5-1445,1,"6,545.45",,"6,545.45",GST,654.55,,
10629,A.T. Concreting,########,########,10629,Tax exclusive,,7 Rosewood court,5-1445,1,"4,909.09",,"4,909.09",GST,490.91,,
10626,A.T. Concreting,########,########,10626,Tax exclusive,,3 Raven road,5-1445,1,"4,081.82",,"4,081.82",GST,408.18,,
46,Hervey Bay Concreting,########,########,46,Tax exclusive,,21 Atherton road,5-1445,1,"5,280.00",,"5,280.00",GST,528,,
552405,JJ Richards,########,########,552405,Tax exclusive,,,6-2023,1,"5,078.05",,"5,078.05",GST,507.81,,
3547,Keen Eye Cleaning,########,########,3547,Tax exclusive,,Commercial Clean,5-1445,1,"1,500.00",,"1,500.00",GST,150,,
4322,Statewide Sports,########,########,4322,Tax exclusive,,54 x Jackets,6-2020,1,"2,152.27",,"2,152.27",GST,215.23,,
68292,Australian Select Timbers,########,########,68292,Tax exclusive,,,5-1442,1,190,,190,GST,19,,
196,Get Moved,########,########,196,Tax exclusive,,Disassemly & relocation of large shop counter,5-1442,1,272.73,,272.73,GST,27.27,,
40556,BBC Digital,########,########,40556,Tax exclusive,,,6-1919,1,148.82,,148.82,GST,14.88,,
40556,Hervey Bay Pelican Freight,########,########,40556,Tax exclusive,,,5-1442,1,96,,96,GST,9.6,,
391872,Homemirus (QLD) Pty Ltd,########,########,391872,Tax exclusive,,Flooring Installation,5-1442,1,500.27,,500.27,GST,50.03,,
93,The France Family Trust,########,########,93,Tax exclusive,,Flooring Installations,5-1442,1,"2,834.45",,"2,834.45",N-T,0,,
1834,The Flooring Co,########,########,1834,Tax exclusive,,Flooring installation,5-1442,1,"1,712.75",,"1,712.75",GST,171.27,,
1124,DB Schulz,########,########,1124,Tax exclusive,,,5-1442,1,391.8,,391.8,GST,39.18,,
1125,DB Schulz,########,########,1125,Tax exclusive,,,5-1442,1,800.02,,800.02,GST,80,,
1126,DB Schulz,########,########,1126,Tax exclusive,,,5-1442,1,732,,732,GST,73.2,,
1127,DB Schulz,########,########,1127,Tax exclusive,,,5-1442,1,165,,165,GST,16.5,,
608,FloorBoss,########,########,608,Tax exclusive,,Flooring Installations,5-1442,1,"3,850.90",,"3,850.90",GST,385.09,,
58,HayJ Flooring,########,########,58,Tax exclusive,,Flooring Installation,5-1442,1,"1,981.19",,"1,981.19",GST,198.12,,
391980,GCR Electrical,########,########,391980,Tax exclusive,,Electrical works 231 Maryborough Hervey bay road,6-1998,1,"2,378.30",,"2,378.30",GST,237.83,,
6372571,Bremick Fasteners,########,########,6372571,Tax exclusive,,,5-1445,1,156.65,,156.65,GST,15.67,,
6370449,Bremick Fasteners,########,########,6370449,Tax exclusive,,,5-1445,1,283.53,,283.53,GST,28.35,,
6372572,Bremick Fasteners,########,########,6372572,Tax exclusive,,,5-1445,1,"1,676.31",,"1,676.31",GST,167.63,,
6372570,Bremick Fasteners,########,########,6372570,Tax exclusive,,,5-1445,1,842.79,,842.79,GST,84.28,,
6339814,Bremick Fasteners,########,########,6339814,Tax exclusive,,,5-1445,1,446.35,,446.35,GST,44.64,,
6372574,Bremick Fasteners,########,########,6372574,Tax exclusive,,,5-1445,1,167.05,,167.05,GST,16.7,,
20249246,Rapid Building Approval,########,########,20249246,Tax exclusive,,Lot 1 (House 5) Thyme Resort,5-1439,1,722.73,,722.73,GST,72.27,,
36576,FBHS (Aust) Pty Ltd,########,########,36576,Tax exclusive,,Julie Scriberras,5-1439,1,312.58,,312.58,GST,31.26,,
938,Fraser Coast Shed Builders Pty Ltd,########,########,938,Tax exclusive,,Buxton Bush Oasis,5-1445,1,"13,909.09",,"13,909.09",GST,"1,390.91",,
11-50207,Paul Wignall,########,########,11-50207,Tax exclusive,,39 Finch street,5-1445,1,"2,270.00",,"2,270.00",N-T,0,,
8869,JR Marketing Group,########,########,8869,Tax exclusive,,Google Domination,6-1452,1,"1,272.73",,"1,272.73",GST,127.27,,
120698,Ulton Group +,########,########,120698,Tax exclusive,,As per invoice.,6-1447,1,"2,030.00",,"2,030.00",GST,203,,
47,Hervey Bay Concreting,########,########,47,Tax exclusive,,41 Brighton street,5-1445,1,"5,005.00",,"5,005.00",GST,500.5,,
I53722,Gibbon Group,########,########,I53722,Tax exclusive,,,5-1445,1,224.85,,224.85,GST,22.49,,
ADG3961212,C & L Kertland Pty Ltd,########,########,ADG3961212,Tax exclusive,,Lot 60 Beach drive,5-1445,1,"9,090.91",,"9,090.91",GST,909.09,,
392106,Supagas Pty Ltd,########,########,392106,Tax exclusive,,Gas supply Lower Mountain Road,5-1445,1,237.64,,237.64,GST,23.76,,
392126,Good Guys Hervey Bay,########,########,392126,Tax exclusive,,,6-1998,1,"1,518.18",,"1,518.18",GST,151.82,,
897,Wrap Wise Pty Ltd,########,########,897,Tax exclusive,,Final Payment for new Wrap.,6-1727,1,"6,281.82",,"6,281.82",GST,628.18,,
392128,AAA One Pest Control,########,########,392128,Tax exclusive,,Torquay Office,6-1962,1,240,,240,GST,24,,
187-50618,Gavin Thomas,########,########,187-50618,Tax exclusive,,Sponsorship 2024-2025 Season,6-1458,1,"4,000.00",,"4,000.00",FRE,0,,
392136,S & L Hill Super Fund - Macquarie Super,########,########,392136,Tax exclusive,,Rent Catchup,6-1985,1,"5,377.47",,"5,377.47",GST,537.75,,
392136,S & L Hill Super Fund - Macquarie Super,########,########,392136,Tax exclusive,,Insurance 535 Boat Harbour Drive,6-1511,1,"6,997.55",,"6,997.55",GST,699.75,,
26,C Tucker,########,########,26,Tax exclusive,,Flooring installation,5-1445,1,835.45,,835.45,GST,83.55,,
27,C Tucker,########,########,27,Tax exclusive,,Flooring installation,5-1445,1,589.91,,589.91,GST,58.99,,
28,C Tucker,########,########,28,Tax exclusive,,Flooring installation,5-1445,1,"2,005.35",,"2,005.35",GST,200.54,,
29,C Tucker,########,########,29,Tax exclusive,,Flooring installation,5-1445,1,333.45,,333.45,GST,33.35,,
100173388,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,766.6,,766.6,GST,76.66,,
100173389,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,124,,124,GST,12.4,,
100173390,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,117,,117,GST,11.7,,
100173387,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,118.18,,118.18,GST,11.82,,
1996,Superior Timber Floors QLD,########,########,1996,Tax exclusive,,Flooring install,5-1445,1,"2,123.43",,"2,123.43",GST,212.34,,
1995,Superior Timber Floors QLD,########,########,1995,Tax exclusive,,Flooring install,5-1445,1,"2,611.44",,"2,611.44",GST,261.14,,
1994,Superior Timber Floors QLD,########,########,1994,Tax exclusive,,Flooring install,5-1445,1,"2,064.08",,"2,064.08",GST,206.41,,
1993,Superior Timber Floors QLD,########,########,1993,Tax exclusive,,Flooring install,5-1445,1,"1,057.12",,"1,057.12",GST,105.71,,
1719,JK Floor Prep,########,########,1719,Tax exclusive,,Flooring install,5-1445,1,"1,350.00",,"1,350.00",GST,135,,
24048,River Heads Flooring,########,########,24048,Tax exclusive,,Flooring installation,5-1445,1,"6,642.65",,"6,642.65",GST,664.27,,
35,Darren Kennedy,########,########,35,Tax exclusive,,Floor Installations,5-1445,1,"1,659.60",,"1,659.60",GST,165.96,,
3,Gmac Floors,########,########,3,Tax exclusive,,Flooring Installation,5-1445,1,"2,927.06",,"2,927.06",GST,292.71,,
78,William Howard,########,########,78,Tax exclusive,,Vinyl Plank Installation,5-1445,1,"6,965.86",,"6,965.86",N-T,0,,
22-50877,A N White,########,########,22-50877,Tax exclusive,,Flooring installation,5-1445,1,673.9,,673.9,N-T,0,,
26,Nick Burke,########,########,26,Tax exclusive,,,5-1445,1,746.82,,746.82,GST,74.68,,
42,Robert Spoltaric,########,########,42,Tax exclusive,,Flooring installation,5-1445,1,"1,224.27",,"1,224.27",N-T,0,,
100238651,Sean Schmitz,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,"1,747.79",,"1,747.79",N-T,0,,
690,S & S Rhind Super Fund,########,########,690,Tax exclusive,,Lot 1,6-1987,1,"3,692.64",,"3,692.64",GST,369.26,,
691,S & S Rhind Super Fund,########,########,691,Tax exclusive,,Lot 2,6-1978,1,"4,019.17",,"4,019.17",GST,401.92,,
692,S & S Rhind Super Fund,########,########,692,Tax exclusive,,Lot 3,6-1978,1,"4,152.22",,"4,152.22",GST,415.22,,
CAR24/0212,FCRC,########,########,CAR24/0212,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
CAR24/0207,FCRC,########,########,CAR24/0207,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
CAR24/0216,FCRC,########,########,CAR24/0216,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
9226343,Wormald Hervey Bay,########,########,9226343,Tax exclusive,,Service of equipment 535 Boat Harbour Dr,6-1996,1,257,,257,GST,25.7,,
9226698,Wormald Hervey Bay,########,########,9226698,Tax exclusive,,Service of equipment 535 Boat Harbour Dr,6-1996,1,120,,120,GST,12,,
6372567,Bremick Fasteners,########,########,6372567,Tax exclusive,,,5-1445,1,388.37,,388.37,GST,38.84,,
6372568,Bremick Fasteners,########,########,6372568,Tax exclusive,,,5-1445,1,609.54,,609.54,GST,60.95,,
6372573,Bremick Fasteners,########,########,6372573,Tax exclusive,,,5-1445,1,239.76,,239.76,GST,23.98,,
R24395,Coast Wide Certification,########,########,R24395,Tax exclusive,,8 Vista st,5-1439,1,777.27,,777.27,GST,77.73,,
R24394,Coast Wide Certification,########,########,R24394,Tax exclusive,,219 Cooks road,5-1439,1,777.27,,777.27,GST,77.73,,
R24391,Coast Wide Certification,########,########,R24391,Tax exclusive,,106 Sempfs road,5-1439,1,863.64,,863.64,GST,86.36,,
R24392,Coast Wide Certification,########,########,R24392,Tax exclusive,,7-15 Edgecombe close,5-1439,1,863.64,,863.64,GST,86.36,,
R24388,Coast Wide Certification,########,########,R24388,Tax exclusive,,20 Errol street,5-1439,1,777.27,,777.27,GST,77.73,,
R24387,Coast Wide Certification,########,########,R24387,Tax exclusive,,4-6 Miller cres,5-1439,1,863.64,,863.64,GST,86.36,,
R24386,Coast Wide Certification,########,########,R24386,Tax exclusive,,6 Stormy rise,5-1439,1,777.27,,777.27,GST,77.73,,
R24397,Coast Wide Certification,########,########,R24397,Tax exclusive,,60 Spring way,5-1439,1,777.27,,777.27,GST,77.73,,
R24401,Coast Wide Certification,########,########,R24401,Tax exclusive,,4 Cockle court,5-1439,1,777.27,,777.27,GST,77.73,,
R24402,Coast Wide Certification,########,########,R24402,Tax exclusive,,55 Eagle ode,5-1439,1,777.27,,777.27,GST,77.73,,
20249266,Rapid Building Approval,########,########,20249266,Tax exclusive,,Lot 82 (8) Aqua court,5-1439,1,722.73,,722.73,GST,72.27,,
20249270,Rapid Building Approval,########,########,20249270,Tax exclusive,,Lot 2 (26A) Meadow drive,5-1439,1,722.73,,722.73,GST,72.27,,
20249299,Rapid Building Approval,########,########,20249299,Tax exclusive,,Lot 435 (8) Fasthom court,5-1439,1,722.73,,722.73,GST,72.27,,
36097,FBHS (Aust) Pty Ltd,########,########,36097,Tax exclusive,,Joep Dekker,5-1439,1,448.71,,448.71,GST,44.87,,
36563,FBHS (Aust) Pty Ltd,########,########,36563,Tax exclusive,,Karkl Bulpin,5-1439,1,443.95,,443.95,GST,44.4,,
36414,FBHS (Aust) Pty Ltd,########,########,36414,Tax exclusive,,Prue Rodway,5-1439,1,179.05,,179.05,GST,17.91,,
36583,FBHS (Aust) Pty Ltd,########,########,36583,Tax exclusive,,Tim Ashe,5-1439,1,179.05,,179.05,GST,17.91,,
36398,FBHS (Aust) Pty Ltd,########,########,36398,Tax exclusive,,Belinda Kleidon,5-1439,1,309.26,,309.26,GST,30.93,,
266,Mark Holstein Concreting,########,########,266,Tax exclusive,,1 Eagle close,5-1445,1,"7,890.91",,"7,890.91",GST,789.09,,
1424,Broadhurst Concreting,########,########,1424,Tax exclusive,,21 Fariway drive,5-1445,1,"2,290.91",,"2,290.91",GST,229.09,,
1143,A & I Transport,########,########,1143,Tax exclusive,,Tile delivery,5-1438,1,"1,200.00",,"1,200.00",GST,120,,
996405321,Cars Plus Mechanical,########,########,9.96E+08,Tax exclusive,,Service. 116902KM,6-1843,1,444.09,,444.09,GST,44.41,,
939,Fraser Coast Shed Builders Pty Ltd,########,########,939,Tax exclusive,,Adam Hand,5-1445,1,"5,090.91",,"5,090.91",GST,509.09,,
1042,Jamin O'Donnell Concreting,########,########,1042,Tax exclusive,,,5-1445,1,"11,522.73",,"11,522.73",GST,"1,152.27",,
10635,A.T. Concreting,########,########,10635,Tax exclusive,,30 Westringia drive,5-1445,1,"9,270.00",,"9,270.00",GST,927,,
1307276,Ozroll Pty Ltd,########,########,1307276,Tax exclusive,,,5-1445,1,"1,638.13",,"1,638.13",GST,163.81,,
940,Fraser Coast Shed Builders Pty Ltd,########,########,940,Tax exclusive,,Rodney Dennien,5-1445,1,"2,481.82",,"2,481.82",GST,248.18,,
942,Fraser Coast Shed Builders Pty Ltd,########,########,942,Tax exclusive,,Rodney Dennien,5-1445,1,200,,200,GST,20,,
94,The France Family Trust,########,########,94,Tax exclusive,,Flooring Installations,5-1442,1,"2,455.55",,"2,455.55",N-T,0,,
609,FloorBoss,########,########,609,Tax exclusive,,Flooring Installations,5-1442,1,"2,285.60",,"2,285.60",GST,228.56,,
610,FloorBoss,########,########,610,Tax exclusive,,Flooring Installations,5-1442,1,690,,690,GST,69,,
611,FloorBoss,########,########,611,Tax exclusive,,Flooring Installations,5-1442,1,602.05,,602.05,GST,60.21,,
612,FloorBoss,########,########,612,Tax exclusive,,Flooring Installations,5-1442,1,873.43,,873.43,GST,87.34,,
392548,Newfurn Floor Coverings LTD,########,########,392548,Tax exclusive,,May Statement,5-1442,1,"94,722.34",,"94,722.34",GST,"9,472.23",,
WSC8886486,wholesalecomms,########,########,WSC8886486,Tax exclusive,,,6-1924,1,210,,210,GST,21,,
21149313,Cleanaway Noosaville,########,########,21149313,Tax exclusive,,Waste management,6-1926,1,"1,534.41",,"1,534.41",GST,153.44,,
75834C,Choices Alderley,########,########,75834C,Tax exclusive,,,5-1442,1,237.27,,237.27,GST,23.73,,
96385,Noosa Gas Sales & Service,########,########,96385,Tax exclusive,,Gas Refill,6-1679,1,38.18,,38.18,GST,3.82,,
20249315,Rapid Building Approval,########,########,20249315,Tax exclusive,,Lot 87 (7) Woongoolbver court,5-1439,1,722.73,,722.73,GST,72.27,,
12-50275,Paul Wignall,########,########,12-50275,Tax exclusive,,3 Hillcrest court,5-1445,1,"3,475.00",,"3,475.00",N-T,0,,
CAR24/0217,FCRC,########,########,CAR24/0217,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
4867,Buildable Residental Approvals,########,########,4867,Tax exclusive,,Lot 50 (13) Heathland ave,5-1439,1,100,,100,GST,10,,
2409,Kirkland Homes Pty Ltd,########,########,2409,Tax exclusive,,Patio Installations,5-1445,1,"2,127.27",,"2,127.27",GST,212.73,,
392558,Newfurn Floor Coverings LTD,########,########,392558,Tax exclusive,,May Statement,5-1445,1,########,,########,GST,"13,172.52",,
11.06.24,National Tiles,########,########,11.06.24,Tax exclusive,,Statement dated 11.06.2024,5-1445,1,"47,157.94",,"47,157.94",GST,"4,715.79",,
90288172,Fletcher Insulation,########,########,90288172,Tax exclusive,,Foam Cell liner,5-1445,1,"22,112.20",,"22,112.20",GST,"2,211.22",,
240615,All Aussie Lawns & Maintenance,########,########,240615,Tax exclusive,,231 Maryborough Hervey Bay Road,6-1507,1,200,,200,N-T,0,,
996405266,Cars Plus Mechanical,########,########,9.96E+08,Tax exclusive,,Service. 101359KM,6-1831,1,480.91,,480.91,GST,48.09,,
392580,Queensland Transport,########,########,392580,Tax exclusive,,Rego,6-1807,1,891.06,,891.06,FRE,0,,
392581,Ergon Energy,########,########,392581,Tax exclusive,,,6-1492,1,115.99,,115.99,GST,11.6,,
943,Fraser Coast Shed Builders Pty Ltd,########,########,943,Tax exclusive,,Lewis Williams,5-1445,1,"2,636.36",,"2,636.36",GST,263.64,,
10636,A.T. Concreting,########,########,10636,Tax exclusive,,9-11 Jensen ave,5-1445,1,"6,063.64",,"6,063.64",GST,606.36,,
639,S & S Rhind Super Fund,########,########,639,Tax exclusive,,Garden maitenance,6-1978,1,"2,160.00",,"2,160.00",GST,216,,
36458,FBHS (Aust) Pty Ltd,########,########,36458,Tax exclusive,,Chrisianne Rival,5-1439,1,308.57,,308.57,GST,30.86,,
53,C & L Kertland Pty Ltd,########,########,53,Tax exclusive,,Nick Grech,5-1445,1,"2,627.27",,"2,627.27",GST,262.73,,
23-50924,A N White,########,########,23-50924,Tax exclusive,,Flooring installation,5-1445,1,"2,028.05",,"2,028.05",N-T,0,,
23959,Bob's Tyre Centre,########,########,23959,Tax exclusive,,Tyre replacement,6-1847,1,"1,140.91",,"1,140.91",GST,114.09,,
1461,Henzells Agency Pty Ltd,########,########,1461,Tax exclusive,,Rent 01.08.24-31.08.24,6-1921,1,"6,251.09",,"6,251.09",GST,625.11,,
392673,Queensland Transport,########,########,392673,Tax exclusive,,Rego,6-1790,1,845.65,,845.65,FRE,0,,
25635,Bay Powder Coating,########,########,25635,Tax exclusive,,,5-1445,1,390,,390,GST,39,,
996405340,Cars Plus Mechanical,########,########,9.96E+08,Tax exclusive,,Service. 45505KM,6-1795,1,269.09,,269.09,GST,26.91,,
6381080,Bremick Fasteners,########,########,6381080,Tax exclusive,,,5-1445,1,429.43,,429.43,GST,42.94,,
20249367,Rapid Building Approval,########,########,20249367,Tax exclusive,,Lot 23 (10) Caraway court,5-1439,1,922.73,,922.73,GST,92.27,,
20243187,Hervey Bay Building Certification,########,########,20243187,Tax exclusive,,Lot 108 (10) Lambour court,5-1439,1,824.09,,824.09,GST,82.41,,
11174,FCRC,########,########,11174,Tax exclusive,,,6-2024,1,772.43,,772.43,GST,77.24,,
1948,GS Engineering,########,########,1948,Tax exclusive,,,5-1445,1,"2,090.91",,"2,090.91",GST,209.09,,
36781,FBHS (Aust) Pty Ltd,########,########,36781,Tax exclusive,,Jessica Blackburn,5-1439,1,441.11,,441.11,GST,44.11,,
55,C & L Kertland Pty Ltd,########,########,55,Tax exclusive,,1 Eagle close,5-1445,1,"5,272.73",,"5,272.73",GST,527.27,,
6380856,Bremick Fasteners,########,########,6380856,Tax exclusive,,,5-1445,1,139.09,,139.09,GST,13.91,,
212,Soul Floors,########,########,212,Tax exclusive,,Flooring installation,5-1445,1,"2,092.06",,"2,092.06",GST,209.21,,
149,Mark Schmitz*,########,########,149,Tax exclusive,,Flooring installation,5-1445,1,883.19,,883.19,N-T,0,,
150,Mark Schmitz*,########,########,150,Tax exclusive,,Flooring installation,5-1445,1,864.6,,864.6,N-T,0,,
100173393,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,292.1,,292.1,GST,29.21,,
100173392,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,186.7,,186.7,GST,18.67,,
100173391,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,664.97,,664.97,GST,66.5,,
43,Robert Spoltaric,########,########,43,Tax exclusive,,Flooring installation,5-1445,1,"1,398.62",,"1,398.62",N-T,0,,
